X,Y,Z,Name,Description,Season,Episode,BroadcastDate,Link,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Description_Clean,Description_Standardized,Needs_Review,Theme_Tags,Place_Locations,Season_key,Episode_key,Producer,Duration,Location 1,Match_Score,Match_Type,Name_core
-122.9103048,45.330116,0.0,18.11 Global Warming and Vineyards,See what impact the changing climate is having on Oregon winemakers. Rapid climate change has resulted in warmer temperatures and longer growing seasons for Oregon wineries. Winemakers are experimenting with new heat-tolerant varieties as a possible replacement for cool climate grapes such as pinot noir and pinot gris.,18.0,11.0,2/22/07,,,,,,,,,See what impact the changing climate is having on Oregon winemakers. Rapid climate change has resulted in warmer temperatures and longer growing seasons for Oregon wineries. Winemakers are experimenting with new heat-tolerant varieties as a possible replacement for cool climate grapes such as pinot noir and pinot gris.,This story explores see what impact the changing climate is having on Oregon winemakers. Rapid climate change has resulted in warmer temperatures and longer growing seasons for Oregon wineries. Winemakers are experimenting with new heat-tolerant varieties as a possible replacement for cool climate grapes such as pinot noir and pinot gris.,,Climate & Environment; Agriculture & Ranching; Food & Drink,Oregon,18.0,11.0,Ed Jahn,00:07:55,,1.0,Description,Global Warming and Vineyards
-122.4920673,45.3916398,0.0,18.11 Talus Caves,Take an exclusive visit to a unique series of talus caves on private land that only a fortunate few have ever seen. We'll also show you what's being done to protect the area. The property owner has joined with Three Rivers Conservancy to protect the site from future development.,18.0,11.0,2/22/07,,,,,,,,,Take an exclusive visit to a unique series of talus caves on private land that only a fortunate few have ever seen. We'll also show you what's being done to protect the area. The property owner has joined with Three Rivers Conservancy to protect the site from future development.,This story explores take an exclusive visit to a unique series of talus caves on private land that only a fortunate few have ever seen. We'll also show you what's being done to protect the area. The property owner has joined with Three Rivers Conservancy to protect the site from future development.,,Geology & Natural History; Rivers & Water,Three Rivers; Carver caves,18.0,11.0,Jim Newman,00:10:27,Carver caves,1.0,Description,Talus Caves
-117.6741006,45.6475216,0.0,19.01 Elk Babies,"A 17-year study to determine why the death rate of Rocky Mountain Elk calves is so high in north Central Oregon, nears completion. The data show predators claim many of the elk babies. Otherwise, the young are healthy. We follow Oregon Department of Fish and Wildlife biologists as they track the animals during final stages of the study, and nail down the facts which will help forest managers solve the problem of elk baby mortality.",19.0,1.0,10/4/07,,,,,,,,,"A 17-year study to determine why the death rate of Rocky Mountain Elk calves is so high in north Central Oregon, nears completion. The data show predators claim many of the elk babies. Otherwise, the young are healthy. We follow Oregon Department of Fish and Wildlife biologists as they track the animals during final stages of the study, and nail down the facts which will help forest managers solve the problem of elk baby mortality.","A 17-year study to determine why the death rate of Rocky Mountain Elk calves is so high in north Central Oregon, nears completion. The data show predators claim many of the elk babies. Otherwise, the young are healthy. We follow Oregon Department of Fish and Wildlife biologists as they track the animals during final stages of the study, and nail down the facts which will help forest managers solve the problem of elk baby mortality.",,Wildlife & Habitat; Forestry & Logging; Science & Research,Central Oregon; Central; Oregon,19.0,1.0,Jim Newman,00:08:03,Central Oregon,1.0,Description,Elk Babies
-121.2761984,43.7149475,0.0,19.01 Paulina Lake Lodge,"Getting there may be half the fun, but the resort is as much a gateway to outdoor adventure as it is a final destination. Located in the Deschutes National Forest, Paulina Lake Lodge is a complete summer and winter family resort. The rustic lodge is set on the shore of Paulina Lake, inside world-famous Newberry Crater, a lake formed by ancient volcanic activity in the caldera of Mt. Newberry.",19.0,1.0,10/4/07,,,,,,,,,"Getting there may be half the fun, but the resort is as much a gateway to outdoor adventure as it is a final destination. Located in the Deschutes National Forest, Paulina Lake Lodge is a complete summer and winter family resort. The rustic lodge is set on the shore of Paulina Lake, inside world-famous Newberry Crater, a lake formed by ancient volcanic activity in the caldera of Mt.","This story explores getting there may be half the fun, but the resort is as much a gateway to outdoor adventure as it is a final destination. Located in the Deschutes National Forest, Paulina Lake Lodge is a complete summer and winter family resort. The rustic lodge is set on the shore of Paulina Lake, inside world-famous Newberry Crater, a lake formed by ancient volcanic activity in the caldera of Mt.",,Geology & Natural History; Forestry & Logging; History & Heritage,Paulina Lake; Deschutes National Forest; Mt. Newberry; Newberry; Deschutes; Paulina Lake Lodge; Newberry Crater,19.0,1.0,Sean Hutchinson,00:07:45,Paulina Lake Lodge; Newberry Crater,1.0,Description,Paulina Lake Lodge
-114.4411928,36.1342502,0.0,19.01 Quagga Mussels,"In January 2007, tiny quagga mussels from Europe invaded Lake Mead, Nevada. Within months, they began fouling boat engines, docks, and the water intakes of Hoover Dam. Now quaggas are spreading across the west and Oregon is bracing for a costly invasion that threatens everything from hydropower to salmon recovery. Learn more about the threat posed by this invasive species and the prevention efforts underway to stop their spread to Oregon.",19.0,1.0,10/4/07,,,,,,,,,"In January 2007, tiny quagga mussels from Europe invaded Lake Mead, Nevada. Within months, they began fouling boat engines, docks, and the water intakes of Hoover Dam. Now quaggas are spreading across the west and Oregon is bracing for a costly invasion that threatens everything from hydropower to salmon recovery. Learn more about the threat posed by this invasive species and the prevention efforts underway to stop their spread to Oregon.","This story explores in January 2007, tiny quagga mussels from Europe invaded Lake Mead, Nevada. Within months, they began fouling boat engines, docks, and the water intakes of Hoover Dam. Now quaggas are spreading across the west and Oregon is bracing for a costly invasion that threatens everything from hydropower to salmon recovery. Learn more about the threat posed by this invasive species and the prevention efforts underway to stop their spread to Oregon.",,Rivers & Water; Wildlife & Habitat,Hoover Dam; Oregon,19.0,1.0,Ed Jahn,00:09:49,,1.0,Description,Quagga Mussels
-124.0241936,44.9431722,0.0,19.02 Big Wave Surf,"Surfers with worldwide reputations visit the Oregon Coast for the challenge? Who would have thought it? When conditions are right at Nelscott Reef, near Lincoln City, a wave several stories high appears. The wave shows up only intermittently, is threatening, and irresistible to top surfers. We visit the annual international competition coinciding with the big wave's occurrence at Nelscott Reef.",19.0,2.0,10/11/07,,,,,,,,,"Surfers with worldwide reputations visit the Oregon Coast for the challenge? Who would have thought it? When conditions are right at Nelscott Reef, near Lincoln City, a wave several stories high appears. The wave shows up only intermittently, is threatening, and irresistible to top surfers. We visit the annual international competition coinciding with the big wave's occurrence at Nelscott Reef.","This story explores surfers with worldwide reputations visit the Oregon Coast for the challenge? Who would have thought it? When conditions are right at Nelscott Reef, near Lincoln City, a wave several stories high appears. The wave shows up only intermittently, is threatening, and irresistible to top surfers. We visit the annual international competition coinciding with the big wave's occurrence at Nelscott Reef.",,Coast & Marine,Oregon Coast; Lincoln City; Nelscott Beach - Lincoln City; Oregon,19.0,2.0,Jim Newman,00:06:15,Nelscott Beach - Lincoln City; Oregon,1.0,Description,Big Wave Surf
-124.0693696,46.6101057,0.0,19.02 Plover Habitat,"European beach grass has invaded the dunes of the Oregon and Washington Coast and decimated the habitat for Western Snowy Plovers, a threatened species who's population numbers have been declining for years. But now biologists are putting bulldozers and even oyster shells to use in an unconventional effort to beat back the dune grass and save the birds.",19.0,2.0,10/11/07,,,,,,,,,"European beach grass has invaded the dunes of the Oregon and Washington Coast and decimated the habitat for Western Snowy Plovers, a threatened species who's population numbers have been declining for years. But now biologists are putting bulldozers and even oyster shells to use in an unconventional effort to beat back the dune grass and save the birds.","This story explores european beach grass has invaded the dunes of the Oregon and Washington Coast and decimated the habitat for Western Snowy Plovers, a threatened species who's population numbers have been declining for years. But now biologists are putting bulldozers and even oyster shells to use in an unconventional effort to beat back the dune grass and save the birds.",,Wildlife & Habitat; Coast & Marine; Food & Drink,Oregon; Washington Coast,19.0,2.0,Ed Jahn,00:06:10,,1.0,Description,Plover Habitat
-122.209982,44.8464787,0.0,19.02 Return to Opal Creek,"Salamanders, newts and the children who study them have all thrived in the Opal Creek Wilderness since Congress granted federal protection in 1996. See the transformation to the valley and to the old mining town at its center, Jaw Bone Flats. Opal Creek's Ancient Forest Center serves as a center of education and recreation as well as protecting this unique old growth forest in the Opal Creek watershed.",19.0,2.0,10/11/07,,,,,,,,,"Salamanders, newts and the children who study them have all thrived in the Opal Creek Wilderness since Congress granted federal protection in 1996. See the transformation to the valley and to the old mining town at its center, Jaw Bone Flats. Opal Creek's Ancient Forest Center serves as a center of education and recreation as well as protecting this unique old growth forest in the Opal Creek watershed.","This story explores salamanders, newts and the children who study them have all thrived in the Opal Creek Wilderness since Congress granted federal protection in 1996. See the transformation to the valley and to the old mining town at its center, Jaw Bone Flats. Opal Creek's Ancient Forest Center serves as a center of education and recreation as well as protecting this unique old growth forest in the Opal Creek watershed.",,Rivers & Water; Forestry & Logging; History & Heritage,Opal Creek Wilderness; Ancient Forest,19.0,2.0,Vince Patton,00:09:44,Opal Creek Wilderness,1.0,Description,Return to Opal Creek
-122.729354,45.5268393,0.0,19.03 Audubon Care Center,"Portland Audubon Society operates a unique wildlife care center to care for injured animals found throughout the Metro region. The staff of the care center has to be ready to handle whatever walks, crawls or slithers through the door.",19.0,3.0,10/18/07,,,,,,,,,"Portland Audubon Society operates a unique wildlife care center to care for injured animals found throughout the Metro region. The staff of the care center has to be ready to handle whatever walks, crawls or slithers through the door.","This story explores portland Audubon Society operates a unique wildlife care center to care for injured animals found throughout the Metro region. The staff of the care center has to be ready to handle whatever walks, crawls or slithers through the door.",,Wildlife & Habitat,Portland; Portland Audubon Wildlife Care Center,19.0,3.0,Ed Jahn,00:08:03,Portland Audubon Wildlife Care Center,1.0,Description,Audubon Care Center
-122.2761839,46.9150976,0.0,19.03 Northwest Trek,"Just a few hours north of Portland is a 700 acre forest filled with grizzlies, caribou and all variety of native northwest wildlife. And twice a year, camping families get to howl with the wolves, feed the bears and fall asleep to the sounds of wildlife at this one-of-a-kind park called Northwest Trek.",19.0,3.0,10/18/07,,,,,,,,,"Just a few hours north of Portland is a 700 acre forest filled with grizzlies, caribou and all variety of native northwest wildlife. And twice a year, camping families get to howl with the wolves, feed the bears and fall asleep to the sounds of wildlife at this one-of-a-kind park called Northwest Trek.","This story explores just a few hours north of Portland is a 700 acre forest filled with grizzlies, caribou and all variety of native northwest wildlife. And twice a year, camping families get to howl with the wolves, feed the bears and fall asleep to the sounds of wildlife at this one-of-a-kind park called Northwest Trek.",,Wildlife & Habitat; Forestry & Logging,Portland; Washington,19.0,3.0,Ed Jahn,00:06:44,Washington,1.0,Description,Northwest Trek
-124.04717,44.61719,0.0,19.03 Wolf Eels,"Wolf Eels, fierce-looking predators of the Oregon near-shore reefs, are bred in captivity at the Oregon Coast Aquarium, in Newport. The artificial habitat there mimics natural ocean conditions so effectively, two sets of mated wolf eels produced eggs. Watch aquarium scientists employ their considerable expertise and resources to see that the eggs hatch, and the young wolf eels survive.",19.0,3.0,10/18/07,,,,,,,,,"Wolf Eels, fierce-looking predators of the Oregon near-shore reefs, are bred in captivity at the Oregon Coast Aquarium, in Newport. The artificial habitat there mimics natural ocean conditions so effectively, two sets of mated wolf eels produced eggs. Watch aquarium scientists employ their considerable expertise and resources to see that the eggs hatch, and the young wolf eels survive.","This story explores wolf Eels, fierce-looking predators of the Oregon near-shore reefs, are bred in captivity at the Oregon Coast Aquarium, in Newport. The artificial habitat there mimics natural ocean conditions so effectively, two sets of mated wolf eels produced eggs. Watch aquarium scientists employ their considerable expertise and resources to see that the eggs hatch, and the young wolf eels survive.",,Coast & Marine; Science & Research; Wildlife & Habitat,Oregon Coast; Newport; Oregon Coast Acquarium,19.0,3.0,Jim Newman,00:09:18,Oregon Coast Acquarium,1.0,Description,Wolf Eels
-122.6617045,45.4424921,0.0,19.04 Berry Botanic Garden,"Located just minutes from downtown Portland, Berry Botanic Garden has managed to remain a peaceful escape from the rush of the city for nearly 70 years. The 6-acre garden, hidden in the neighborhoods of Lake Oswego, has taken keen interest in protecting and preserving plants native to the Northwest.",19.0,4.0,10/25/07,,,,,,,,,"Located just minutes from downtown Portland, Berry Botanic Garden has managed to remain a peaceful escape from the rush of the city for nearly 70 years. The 6-acre garden, hidden in the neighborhoods of Lake Oswego, has taken keen interest in protecting and preserving plants native to the Northwest.","This story explores located just minutes from downtown Portland, Berry Botanic Garden has managed to remain a peaceful escape from the rush of the city for nearly 70 years. The 6-acre garden, hidden in the neighborhoods of Lake Oswego, has taken keen interest in protecting and preserving plants native to the Northwest.",,Rivers & Water,Portland; Lake Oswego; Oregon,19.0,4.0,Sarah Fox,00:04:34,Lake Oswego; Oregon,1.0,Description,Berry Botanic Garden
-122.1155378,45.5764167,0.0,19.04 Ice Photo Essay,A mesmerizing photo essay including some of Oregon Field Guide's best ice footage from all across the state.,19.0,4.0,10/25/07,,,,,,,,,A mesmerizing photo essay including some of Oregon Field Guide's best ice footage from all across the state.,A mesmerizing photo essay including some of Oregon Field Guide's best ice footage from all across the state.,,Industry & Work,Oregon; Columbia Gorge,19.0,4.0,Nick Fisher,00:03:30,Columbia Gorge,1.0,Description,Ice Photo Essay
-121.3678479,43.8946688,0.0,19.04 Lava Cave,"Explore Oregon as few ever have as we search for unknown caves to learn more about their ecosystems and marvel at their geologic wonders. Central oregon, caves",19.0,4.0,10/25/07,,,,,,,,,Explore Oregon as few ever have as we search for unknown caves to learn more about their ecosystems and marvel at their geologic wonders.,This story explores explore Oregon as few ever have as we search for unknown caves to learn more about their ecosystems and marvel at their geologic wonders.,,Geology & Natural History,Central Oregon; Explore; Oregon,19.0,4.0,Jim Newman,00:08:43,Central Oregon,1.0,Description,Lava Cave
-122.7141503,45.5092133,0.0,19.04 Zoo Vet,"Caring for animals has come a long way in the last 50 years. One Portland man played a large role in changing how zoos handle animals. You've probably never heard of Doctor Matt Maberry, but you know his most famous delivery: Packy, the elephant. Dr. Mayberry recalls his years at the Oregon Zoo as well as his work pioneering zoological animal care techniques.",19.0,4.0,10/25/07,,,,,,,,,"Caring for animals has come a long way in the last 50 years. One Portland man played a large role in changing how zoos handle animals. You've probably never heard of Doctor Matt Maberry, but you know his most famous delivery: Packy, the elephant. Dr. Mayberry recalls his years at the Oregon Zoo as well as his work pioneering zoological animal care techniques.","This story explores caring for animals has come a long way in the last 50 years. One Portland man played a large role in changing how zoos handle animals. You've probably never heard of Doctor Matt Maberry, but you know his most famous delivery: Packy, the elephant. Dr. Mayberry recalls his years at the Oregon Zoo as well as his work pioneering zoological animal care techniques.",,General Interest,Portland; Oregon Zoo,19.0,4.0,Vince Patton,00:07:20,Oregon Zoo,1.0,Description,Zoo Vet
-122.1226621,45.5663505,0.0,19.05 Canyoneering,"We go off trail in the Columbia River Gorge with a group of canyoneers. They show us how they rappel down hidden waterfalls and climb through steep, remote canyons in search of adventure.",19.0,5.0,11/1/07,,,,,,,,,"We go off trail in the Columbia River Gorge with a group of canyoneers. They show us how they rappel down hidden waterfalls and climb through steep, remote canyons in search of adventure.","This story explores we go off trail in the Columbia River Gorge with a group of canyoneers. They show us how they rappel down hidden waterfalls and climb through steep, remote canyons in search of adventure.",,Rivers & Water,Columbia River Gorge; Columbia River; Columbia Gorge,19.0,5.0,Ed Jahn,00:10:25,Columbia Gorge,1.0,Description,Canyoneering
-124.2893207,44.607726,0.0,19.05 Ocean Net Recovery,"Around the world, fiber optic lines on the bottom of oceans provide vital intercontinental communication links but they also eliminate valuable fishing areas. That is, except off the coast of Oregon. See how fishing and fiber optics have formed a unique partnership. Watch an unprecedented and risky fishing mission off the Oregon Coast to rescue lost nets without cutting off intercontinental phone service to Japan.",19.0,5.0,11/1/07,,,,,,,,,"Around the world, fiber optic lines on the bottom of oceans provide vital intercontinental communication links but they also eliminate valuable fishing areas. That is, except off the coast of Oregon. See how fishing and fiber optics have formed a unique partnership. Watch an unprecedented and risky fishing mission off the Oregon Coast to rescue lost nets without cutting off intercontinental phone service to Japan.","This story explores around the world, fiber optic lines on the bottom of oceans provide vital intercontinental communication links but they also eliminate valuable fishing areas. That is, except off the coast of Oregon. See how fishing and fiber optics have formed a unique partnership. Watch an unprecedented and risky fishing mission off the Oregon Coast to rescue lost nets without cutting off intercontinental phone service to Japan.",,Coast & Marine,Oregon Coast,19.0,5.0,Vince Patton,00:08:38,Oregon Coast,1.0,Description,Ocean Net Recovery
-121.1050406,45.6405719,0.0,19.05 Rock Art,"Jim Henderson learned a photographic technique called cross polarization when he was a medical photographer. Now he's using his skill to document and enhance American Indian rock art that is faded, damaged, and in danger of disappearing completely.",19.0,5.0,11/1/07,,,,,,,,,"Jim Henderson learned a photographic technique called cross polarization when he was a medical photographer. Now he's using his skill to document and enhance American Indian rock art that is faded, damaged, and in danger of disappearing completely.","This story explores jim Henderson learned a photographic technique called cross polarization when he was a medical photographer. Now he's using his skill to document and enhance American Indian rock art that is faded, damaged, and in danger of disappearing completely.",,Outdoor Recreation; Rivers & Water,Columbia Gorge; north of Columbia; near the Dalles,19.0,5.0,Jim Newman,00:07:27,Columbia Gorge; north of Columbia; near the Dalles,0.95,Name,Rock Art
-120.3949118,43.3379346,0.0,19.06 Christmas Valley Dunes Fossils,"Christmas Valley is home to some of the best preserved fossils in the world. At Fossil Lake, paleontologist Dr. Jim Martin from the South Dakota School of Mines works with a team of students and volunteers to excavate the remains of a native horse, a species that died out thousands of years ago. The remarkable geology and animal remains provide a record of life in the valley over the past 600,000 years.",19.0,6.0,11/8/07,,,,,,,,,"Christmas Valley is home to some of the best preserved fossils in the world. At Fossil Lake, paleontologist Dr. Jim Martin from the South Dakota School of Mines works with a team of students and volunteers to excavate the remains of a native horse, a species that died out thousands of years ago. The remarkable geology and animal remains provide a record of life in the valley over the past 600,000 years.","This story explores christmas Valley is home to some of the best preserved fossils in the world. At Fossil Lake, paleontologist Dr. Jim Martin from the South Dakota School of Mines works with a team of students and volunteers to excavate the remains of a native horse, a species that died out thousands of years ago. The remarkable geology and animal remains provide a record of life in the valley over the past 600,000 years.",,Geology & Natural History; Agriculture & Ranching; Rivers & Water,Christmas Valley; At Fossil Lake; Oregon,19.0,6.0,Jim Newman,00:09:25,Christmas Valley; Oregon,1.0,Description,Christmas Valley Dunes Fossils
-122.6659625,45.5064929,0.0,19.06 East Side Big Pipe,We check in on an incredible subterranean sewer construction project designed to protect the Willamette River. The East Side Big Pipe project is part of a decades long clean up project to divert stormwater and prevent sewage from overflowing into the river. See some of the planning and expertise that goes into this huge project and the cutting edge equipment used to excavate the tunnel and install the underground pipe.,19.0,6.0,11/8/07,,,,,,,,,We check in on an incredible subterranean sewer construction project designed to protect the Willamette River. The East Side Big Pipe project is part of a decades long clean up project to divert stormwater and prevent sewage from overflowing into the river. See some of the planning and expertise that goes into this huge project and the cutting edge equipment used to excavate the tunnel and install the underground pipe.,This story explores we check in on an incredible subterranean sewer construction project designed to protect the Willamette River. The East Side Big Pipe project is part of a decades long clean up project to divert stormwater and prevent sewage from overflowing into the river. See some of the planning and expertise that goes into this huge project and the cutting edge equipment used to excavate the tunnel and install the underground pipe.,,Rivers & Water,Willamette River,19.0,6.0,Jim Newman,00:07:30,Willamette River,1.0,Description,East Side Big Pipe
-122.2552433,44.2132083,0.0,19.06 Spider Woman,"Professor Greta Binford is an arachnologist who collects, breeds and milks the venom from the world's most dangerous spiders. Nicknamed ""Spider Woman,"" Binford studies spider venom to help establish evolutionary links between spider species. Follow her and a group of students as they search the woods for calie leptoneta, a Northwest species that has been missing for decades.",19.0,6.0,11/8/07,,,,,,,,,"Professor Greta Binford is an arachnologist who collects, breeds and milks the venom from the world's most dangerous spiders. Nicknamed ""Spider Woman,"" Binford studies spider venom to help establish evolutionary links between spider species. Follow her and a group of students as they search the woods for calie leptoneta, a Northwest species that has been missing for decades.","This story explores professor Greta Binford is an arachnologist who collects, breeds and milks the venom from the world's most dangerous spiders. Nicknamed ""Spider Woman,"" Binford studies spider venom to help establish evolutionary links between spider species. Follow her and a group of students as they search the woods for calie leptoneta, a Northwest species that has been missing for decades.",,Wildlife & Habitat,,19.0,6.0,Vince Patton,00:08:48,,1.0,Description,Spider Woman
-121.8265176,45.3116753,0.0,19.07 Kiwanis Camp,"AND MEET SOME AMAZING CAMPERS WHO CONQUER THEIR FEARS AND DISABILITIES AT A CAMP EMPHASISING WHAT THEY CAN DO, RATHER THAN WHAT THEY CAN’T.",19.0,7.0,11/15/07,,,,,,,,,"And meet some amazing campers who conquer their fears and disabilities at a camp emphasising what they can do, rather than what they cant.","This story explores and meet some amazing campers who conquer their fears and disabilities at a camp emphasising what they can do, rather than what they cant.",,General Interest,,19.0,7.0,Steve Amen,00:09:05,,0.993,Description,Kiwanis Camp
-121.4449571,43.8851424,0.0,19.07 Toad Crossing,"Despite a general population decline for the Western Toad, in 2007, Lake Aspen in Sun River Oregon experienced a uniquely high toad emergence. As 400,000 baby toads set out for life as adults, their path leads them straight into deadly peril on roads and bike paths. The Sun River Nature Center enlisted an army of children to come to their rescue.",19.0,7.0,11/15/07,,,,,,,,,"Despite a general population decline for the Western Toad, in 2007, Lake Aspen in Sun River Oregon experienced a uniquely high toad emergence. As 400,000 baby toads set out for life as adults, their path leads them straight into deadly peril on roads and bike paths. The Sun River Nature Center enlisted an army of children to come to their rescue.","This story explores despite a general population decline for the Western Toad, in 2007, Lake Aspen in Sun River Oregon experienced a uniquely high toad emergence. As 400,000 baby toads set out for life as adults, their path leads them straight into deadly peril on roads and bike paths. The Sun River Nature Center enlisted an army of children to come to their rescue.",,Rivers & Water,Oregon; The Sun River; Sun River; Sunriver,19.0,7.0,Vince Patton,00:06:53,Sunriver,1.0,Description,Toad Crossing
-121.1894428,45.5896563,0.0,19.07 Wind Turbine School,"We take you to a classroom three hundred feet in the air to learn all about wind turbines and what it takes to keep them spinning. As more and more wind turbines come on line in north central Oregon, Columbia Gorge Community College's Renewable Energy Technology program is training the local workforce to meet the need for skilled technicians who can repair and maintain these technological marvels.",19.0,7.0,11/15/07,,,,,,,,,"We take you to a classroom three hundred feet in the air to learn all about wind turbines and what it takes to keep them spinning. As more and more wind turbines come on line in north central Oregon, Columbia Gorge Community College's Renewable Energy Technology program is training the local workforce to meet the need for skilled technicians who can repair and maintain these technological marvels.","This story explores we take you to a classroom three hundred feet in the air to learn all about wind turbines and what it takes to keep them spinning. As more and more wind turbines come on line in north central Oregon, Columbia Gorge Community College's Renewable Energy Technology program is training the local workforce to meet the need for skilled technicians who can repair and maintain these technological marvels.",,Communities & Culture; Outdoor Recreation; Technology & Innovation,Central Oregon; Columbia Gorge,19.0,7.0,Jim Newman,00:11:31,,1.0,Description,Wind Turbine School
-60.3438689,-63.3214955,0.0,19.08 Antarctica Research,"A team from Oregon State University studies underwater volcanic activity in the Antarctic by comparing Antarctic events to those off the coast of Oregon. The live volcanoes near the South Pole are similar to those that created the Cascade Range in Oregon and Washington. The team goes into cold and dangerous waters every year, using audio and video equipment to look for underwater volcanoes and to record seismic activity.",19.0,8.0,2/7/08,,,,,,,,,"A team from Oregon State University studies underwater volcanic activity in the Antarctic by comparing Antarctic events to those off the coast of Oregon. The live volcanoes near the South Pole are similar to those that created the Cascade Range in Oregon and Washington. The team goes into cold and dangerous waters every year, using audio and video equipment to look for underwater volcanoes and to record seismic activity.","A team from Oregon State University studies underwater volcanic activity in the Antarctic by comparing Antarctic events to those off the coast of Oregon. The live volcanoes near the South Pole are similar to those that created the Cascade Range in Oregon and Washington. The team goes into cold and dangerous waters every year, using audio and video equipment to look for underwater volcanoes and to record seismic activity.",,Geology & Natural History; Coast & Marine; Science & Research,Oregon; Cascade Range; Washington; Coast,19.0,8.0,Jim Newman,00:09:38,Coast,1.0,Description,Antarctica Research
-122.4781054,43.7460244,0.0,19.08 Cycle Oregon,"Every year, Cycle Oregon brings two thousand people together to spend a week bicycling through Oregon. The ride is not a race, but it's a challenge, with riders covering 50 to 70 miles a day for seven days straight. As Cycle Oregon turns 20, riders discuss the trip's goal of bringing urban and rural Oregonians together. The route avoids major cities, and sometimes doubles the population of a small town where riders spend the night.",19.0,8.0,2/7/08,,,,,,,,,"Every year, Cycle Oregon brings two thousand people together to spend a week bicycling through Oregon. The ride is not a race, but it's a challenge, with riders covering 50 to 70 miles a day for seven days straight. As Cycle Oregon turns 20, riders discuss the trip's goal of bringing urban and rural Oregonians together. The route avoids major cities, and sometimes doubles the population of a small town where riders spend the night.","This story explores every year, Cycle Oregon brings two thousand people together to spend a week bicycling through Oregon. The ride is not a race, but it's a challenge, with riders covering 50 to 70 miles a day for seven days straight. As Cycle Oregon turns 20, riders discuss the trip's goal of bringing urban and rural Oregonians together. The route avoids major cities, and sometimes doubles the population of a small town where riders spend the night.",,Communities & Culture; Outdoor Recreation,Oregon; Cycle; As Cycle,19.0,8.0,Vince Patton,00:08:24,,1.0,Description,Cycle Oregon
-121.9386781,42.4922598,0.0,19.08 Klamath Levee Blast,"In October 2007 the Nature Conservancy used explosives to breach two miles of levees along Upper Klamath Lake. This is part of a larger project to restore marsh wetlands that once dominated the Williamson River Delta and is home to two endangered species of sucker fish. One of several partners, OWEB has provided $2 million in Oregon Lottery funds for the restoration project. See the spectacular footage as we learn how it was done and why.",19.0,8.0,2/7/08,,,,,,,,,"In October 2007 the Nature Conservancy used explosives to breach two miles of levees along Upper Klamath Lake. This is part of a larger project to restore marsh wetlands that once dominated the Williamson River Delta and is home to two endangered species of sucker fish. One of several partners, OWEB has provided $2 million in Oregon Lottery funds for the restoration project. See the spectacular footage as we learn how it was done and why.","This story explores in October 2007 the Nature Conservancy used explosives to breach two miles of levees along Upper Klamath Lake. This is part of a larger project to restore marsh wetlands that once dominated the Williamson River Delta and is home to two endangered species of sucker fish. One of several partners, OWEB has provided $2 million in Oregon Lottery funds for the restoration project. See the spectacular footage as we learn how it was done and why.",,Rivers & Water; Wildlife & Habitat; Climate & Environment,Upper Klamath Lake; Williamson River; Oregon; Klamath,19.0,8.0,Jim Newman,00:07:19,Upper Klamath Lake,1.0,Description,Klamath Levee Blast
117.7759756,24.7336372,0.0,19.09 Invasive Species,"Carried over in cargo from China, invasive species such as Chinese mitten crabs, Asian green crabs and gypsy moths, threaten the Northwest's ecosystems. And China has problems with invaders like spartina and water hyacinth. Dr. Sam Chan from Oregon State University leads his team to Beijing, Shanghai and Oregon's sister province, Fujian, looking for global solutions to this growing problem.",19.0,9.0,2/14/08,,,,,,,,,"Carried over in cargo from China, invasive species such as Chinese mitten crabs, Asian green crabs and gypsy moths, threaten the Northwest's ecosystems. And China has problems with invaders like spartina and water hyacinth. Dr. Sam Chan from Oregon State University leads his team to Beijing, Shanghai and Oregon's sister province, Fujian, looking for global solutions to this growing problem.","This story explores carried over in cargo from China, invasive species such as Chinese mitten crabs, Asian green crabs and gypsy moths, threaten the Northwest's ecosystems. And China has problems with invaders like spartina and water hyacinth. Dr. Sam Chan from Oregon State University leads his team to Beijing, Shanghai and Oregon's sister province, Fujian, looking for global solutions to this growing problem.",,Food & Drink,Oregon; China,19.0,9.0,Ed Jahn,00:09:37,China,1.0,Description,Invasive Species
,,,19.09 ODOT Troubleshooters,"Follow Oregon Department of Transportation road and bridge crews as they try to anticipate problems before they occur and then prevent them. The ODOT crews work to counter the relentless forces of rain, wind and erosion that degrade roads and threaten motorists.",19.0,9.0,2/14/08,,,,,,,,,"Follow Oregon Department of Transportation road and bridge crews as they try to anticipate problems before they occur and then prevent them. The ODOT crews work to counter the relentless forces of rain, wind and erosion that degrade roads and threaten motorists.","This story explores follow Oregon Department of Transportation road and bridge crews as they try to anticipate problems before they occur and then prevent them. The ODOT crews work to counter the relentless forces of rain, wind and erosion that degrade roads and threaten motorists.",,Science & Research,Oregon; Follow; Highway 6; east of Tillamook; highway 99E in Clackamas County,19.0,9.0,Jim Newman,00:06:38,Highway 6; east of Tillamook; highway 99E in Clackamas County,1.0,Description,ODOT Troubleshooters
